Hkjcres16Item__url,Hkjcres16Item__raceindex,Hkjcres16Item__raceclass,Hkjcres16Item__going,Hkjcres16Item__courseconfig,Hkjcres16Item__racedistance,Hkjcres16Item__finishtime,Hkjcres16Item__win_combo_div,Hkjcres16Item__place_combo_div,Hkjcres16Item__qn_combo_div,Hkjcres16Item__qnp_combo_div,Hkjcres16Item__tce_combo_div,Hkjcres16Item__trio_combo_div,Hkjcres16Item__f4_combo_div,Hkjcres16Item__qtt_combo_div,Hkjcres16Item__dbl9_combo_div,Hkjcres16Item__dbl8_combo_div,Hkjcres16Item__dbl7_combo_div,Hkjcres16Item__dbl6_combo_div,Hkjcres16Item__dbl5_combo_div,Hkjcres16Item__dbl4_combo_div,Hkjcres16Item__dbl3_combo_div,Hkjcres16Item__dbl2_combo_div,Hkjcres16Item__dbl1_combo_div,Hkjcres16Item__dbl10_combo_div,Hkjcres16Item__dbltrio1_combo_div,Hkjcres16Item__dbltrio2_combo_div,Hkjcres16Item__dbltrio3_combo_div,Hkjcres16Item__tripletriocons_combo_div,Hkjcres16Item__tripletrio_combo_div,Hkjcres16Item__sixup_combo_div,Hkjcres16Item__jockeychallenge_combo_div,Hkjcres16Item__a1_div,Hkjcres16Item__a2_div,Hkjcres16Item__a3_div,HorseItem__racecoursecode,HorseItem__racenumber,HorseItem__racedate,HorseItem__horseno,HorseItem__place,HorseItem__finishtime,HorseItem__horsecode,HorseItem__runningpositions,HorseItem__actualwt,HorseItem__jockeycode,HorseItem__trainercode,HorseItem__lbw,HorseItem__horsewt,HorseItem__winodds,HorseItem__draw,HorseItem__sec_timelist,HorseItem__marginsbehindleader
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/2,329,Class 5,WET SLOW,ALL WEATHER TRACK,1200,70.41,1 133.00,1 37.50,"1,7 297.00","1,7 104.00","1,7,2 5,885.00","1,2,7 1,011.00","1,2,3,7 615.00","1,7,2,3 20,530.00",,,,,,,,,"4/1 2,529.00",,,,,,,,,NOT WIN,NOT WIN,28.00,ST,2,20160117,9,5,70.81,K212,11>10>5,119,LDE,HL,2.5,1112,8.9,7,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/2,329,Class 5,WET SLOW,ALL WEATHER TRACK,1200,70.41,1 133.00,1 37.50,"1,7 297.00","1,7 104.00","1,7,2 5,885.00","1,2,7 1,011.00","1,2,3,7 615.00","1,7,2,3 20,530.00",,,,,,,,,"4/1 2,529.00",,,,,,,,,NOT WIN,NOT WIN,28.00,ST,2,20160117,8,7,71.05,S157,6>6>7,123,TEK,MA,4.0,1047,25.0,10,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/2,329,Class 5,WET SLOW,ALL WEATHER TRACK,1200,70.41,1 133.00,1 37.50,"1,7 297.00","1,7 104.00","1,7,2 5,885.00","1,2,7 1,011.00","1,2,3,7 615.00","1,7,2,3 20,530.00",,,,,,,,,"4/1 2,529.00",,,,,,,,,NOT WIN,NOT WIN,28.00,ST,2,20160117,12,9,71.58,L251,12>11>9,116,LHW,LAL,7.25,1091,23.0,5,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/2,329,Class 5,WET SLOW,ALL WEATHER TRACK,1200,70.41,1 133.00,1 37.50,"1,7 297.00","1,7 104.00","1,7,2 5,885.00","1,2,7 1,011.00","1,2,3,7 615.00","1,7,2,3 20,530.00",,,,,,,,,"4/1 2,529.00",,,,,,,,,NOT WIN,NOT WIN,28.00,ST,2,20160117,10,11,71.8,T328,9>7>11,119,HCY,FC,8.75,1051,39.0,4,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/2,329,Class 5,WET SLOW,ALL WEATHER TRACK,1200,70.41,1 133.00,1 37.50,"1,7 297.00","1,7 104.00","1,7,2 5,885.00","1,2,7 1,011.00","1,2,3,7 615.00","1,7,2,3 20,530.00",,,,,,,,,"4/1 2,529.00",,,,,,,,,NOT WIN,NOT WIN,28.00,ST,2,20160117,7,2,70.43,M255,5>3>2,124,MR,NTK,0.2,1065,3.6,1,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/2,329,Class 5,WET SLOW,ALL WEATHER TRACK,1200,70.41,1 133.00,1 37.50,"1,7 297.00","1,7 104.00","1,7,2 5,885.00","1,2,7 1,011.00","1,2,3,7 615.00","1,7,2,3 20,530.00",,,,,,,,,"4/1 2,529.00",,,,,,,,,NOT WIN,NOT WIN,28.00,ST,2,20160117,3,4,70.62,P260,2>1>4,132,MOJ,MKL,1.25,1113,3.3,2,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/2,329,Class 5,WET SLOW,ALL WEATHER TRACK,1200,70.41,1 133.00,1 37.50,"1,7 297.00","1,7 104.00","1,7,2 5,885.00","1,2,7 1,011.00","1,2,3,7 615.00","1,7,2,3 20,530.00",,,,,,,,,"4/1 2,529.00",,,,,,,,,NOT WIN,NOT WIN,28.00,ST,2,20160117,11,6,71.03,L282,8>9>6,120,WD,CCW,3.75,1208,10.0,8,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/2,329,Class 5,WET SLOW,ALL WEATHER TRACK,1200,70.41,1 133.00,1 37.50,"1,7 297.00","1,7 104.00","1,7,2 5,885.00","1,2,7 1,011.00","1,2,3,7 615.00","1,7,2,3 20,530.00",,,,,,,,,"4/1 2,529.00",,,,,,,,,NOT WIN,NOT WIN,28.00,ST,2,20160117,4,8,71.2,S032,7>8>8,132,PB,HAD,5.0,1049,9.2,6,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/2,329,Class 5,WET SLOW,ALL WEATHER TRACK,1200,70.41,1 133.00,1 37.50,"1,7 297.00","1,7 104.00","1,7,2 5,885.00","1,2,7 1,011.00","1,2,3,7 615.00","1,7,2,3 20,530.00",,,,,,,,,"4/1 2,529.00",,,,,,,,,NOT WIN,NOT WIN,28.00,ST,2,20160117,6,10,71.75,S384,3>4>10,129,SCC,CD,8.5,1159,40.0,12,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/2,329,Class 5,WET SLOW,ALL WEATHER TRACK,1200,70.41,1 133.00,1 37.50,"1,7 297.00","1,7 104.00","1,7,2 5,885.00","1,2,7 1,011.00","1,2,3,7 615.00","1,7,2,3 20,530.00",,,,,,,,,"4/1 2,529.00",,,,,,,,,NOT WIN,NOT WIN,28.00,ST,2,20160117,5,12,72.43,N182,10>12>12,131,DSS,LKW,12.75,1120,23.0,9,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/3,330,Class 4,GOOD TO YIELDING,"TURF - ""C+3"" COURSE",1200,70.39,10 26.00,10 12.50,"4,10 34.00","4,10 18.00","10,4,12 448.00","4,10,12 96.00","4,8,10,12 268.00","10,4,12,8 3,381.00",,,,,,,,1/10 459.00,,,,,,,,,,13.50,NOT WIN,NOT WIN,ST,3,20160117,10,1,70.39,S374,3>4>1,119,MOJ,SJJ,0.0,1076,2.6,1,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/3,330,Class 4,GOOD TO YIELDING,"TURF - ""C+3"" COURSE",1200,70.39,10 26.00,10 12.50,"4,10 34.00","4,10 18.00","10,4,12 448.00","4,10,12 96.00","4,8,10,12 268.00","10,4,12,8 3,381.00",,,,,,,,1/10 459.00,,,,,,,,,,13.50,NOT WIN,NOT WIN,ST,3,20160117,12,3,70.72,N330,5>7>3,115,CYT,CD,2.25,1015,14.0,2,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/3,330,Class 4,GOOD TO YIELDING,"TURF - ""C+3"" COURSE",1200,70.39,10 26.00,10 12.50,"4,10 34.00","4,10 18.00","10,4,12 448.00","4,10,12 96.00","4,8,10,12 268.00","10,4,12,8 3,381.00",,,,,,,,1/10 459.00,,,,,,,,,,13.50,NOT WIN,NOT WIN,ST,3,20160117,5,5,70.8,V037,1>1>5,125,TEK,MA,2.5,1126,23.0,3,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/3,330,Class 4,GOOD TO YIELDING,"TURF - ""C+3"" COURSE",1200,70.39,10 26.00,10 12.50,"4,10 34.00","4,10 18.00","10,4,12 448.00","4,10,12 96.00","4,8,10,12 268.00","10,4,12,8 3,381.00",,,,,,,,1/10 459.00,,,,,,,,,,13.50,NOT WIN,NOT WIN,ST,3,20160117,11,7,71.04,N208,8>6>7,114,YML,SA,4.0,1089,44.0,9,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/3,330,Class 4,GOOD TO YIELDING,"TURF - ""C+3"" COURSE",1200,70.39,10 26.00,10 12.50,"4,10 34.00","4,10 18.00","10,4,12 448.00","4,10,12 96.00","4,8,10,12 268.00","10,4,12,8 3,381.00",,,,,,,,1/10 459.00,,,,,,,,,,13.50,NOT WIN,NOT WIN,ST,3,20160117,9,9,71.23,V027,2>2>9,123,SCC,YCH,5.25,1121,21.0,5,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/3,330,Class 4,GOOD TO YIELDING,"TURF - ""C+3"" COURSE",1200,70.39,10 26.00,10 12.50,"4,10 34.00","4,10 18.00","10,4,12 448.00","4,10,12 96.00","4,8,10,12 268.00","10,4,12,8 3,381.00",,,,,,,,1/10 459.00,,,,,,,,,,13.50,NOT WIN,NOT WIN,ST,3,20160117,7,11,71.82,T429,7>8>11,125,CAN,OSP,9.0,1152,99.0,7,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/3,330,Class 4,GOOD TO YIELDING,"TURF - ""C+3"" COURSE",1200,70.39,10 26.00,10 12.50,"4,10 34.00","4,10 18.00","10,4,12 448.00","4,10,12 96.00","4,8,10,12 268.00","10,4,12,8 3,381.00",,,,,,,,1/10 459.00,,,,,,,,,,13.50,NOT WIN,NOT WIN,ST,3,20160117,4,2,70.61,V034,4>5>2,126,MR,YPF,1.5,1175,2.9,6,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/3,330,Class 4,GOOD TO YIELDING,"TURF - ""C+3"" COURSE",1200,70.39,10 26.00,10 12.50,"4,10 34.00","4,10 18.00","10,4,12 448.00","4,10,12 96.00","4,8,10,12 268.00","10,4,12,8 3,381.00",,,,,,,,1/10 459.00,,,,,,,,,,13.50,NOT WIN,NOT WIN,ST,3,20160117,8,4,70.73,V102,9>9>4,125,RN,CCW,2.25,1159,7.6,4,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/3,330,Class 4,GOOD TO YIELDING,"TURF - ""C+3"" COURSE",1200,70.39,10 26.00,10 12.50,"4,10 34.00","4,10 18.00","10,4,12 448.00","4,10,12 96.00","4,8,10,12 268.00","10,4,12,8 3,381.00",,,,,,,,1/10 459.00,,,,,,,,,,13.50,NOT WIN,NOT WIN,ST,3,20160117,1,6,70.98,P395,12>11>6,133,FRA,FD,3.75,1143,21.0,8,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/3,330,Class 4,GOOD TO YIELDING,"TURF - ""C+3"" COURSE",1200,70.39,10 26.00,10 12.50,"4,10 34.00","4,10 18.00","10,4,12 448.00","4,10,12 96.00","4,8,10,12 268.00","10,4,12,8 3,381.00",,,,,,,,1/10 459.00,,,,,,,,,,13.50,NOT WIN,NOT WIN,ST,3,20160117,6,8,71.22,V088,6>3>8,125,WD,JM,5.25,1121,83.0,10,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/3,330,Class 4,GOOD TO YIELDING,"TURF - ""C+3"" COURSE",1200,70.39,10 26.00,10 12.50,"4,10 34.00","4,10 18.00","10,4,12 448.00","4,10,12 96.00","4,8,10,12 268.00","10,4,12,8 3,381.00",,,,,,,,1/10 459.00,,,,,,,,,,13.50,NOT WIN,NOT WIN,ST,3,20160117,3,10,71.28,S059,11>12>10,127,DSS,SCS,5.5,1206,17.0,11,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/3,330,Class 4,GOOD TO YIELDING,"TURF - ""C+3"" COURSE",1200,70.39,10 26.00,10 12.50,"4,10 34.00","4,10 18.00","10,4,12 448.00","4,10,12 96.00","4,8,10,12 268.00","10,4,12,8 3,381.00",,,,,,,,1/10 459.00,,,,,,,,,,13.50,NOT WIN,NOT WIN,ST,3,20160117,2,12,72.0,S444,10>10>12,132,MG,MKL,10.0,1057,19.0,12,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/4,331,Class 4,GOOD TO YIELDING,"TURF - ""C+3"" COURSE",1600,96.39,10 27.50,10 13.50,"1,10 81.00","1,10 34.50","10,1,2 1,831.00","1,2,10 479.00","1,2,10,12 2,956.00","10,1,2,12 29,248.00",,,,,,,"10/5,10 74.50",,,,"4,10,12/1,2>5,10 7,718.00",,,,,,,16.00,NOT WIN,NOT WIN,ST,4,20160117,10,1,96.39,S127,6>6>5>1,124,MOJ,LKW,0.0,1104,2.7,4,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/4,331,Class 4,GOOD TO YIELDING,"TURF - ""C+3"" COURSE",1600,96.39,10 27.50,10 13.50,"1,10 81.00","1,10 34.50","10,1,2 1,831.00","1,2,10 479.00","1,2,10,12 2,956.00","10,1,2,12 29,248.00",,,,,,,"10/5,10 74.50",,,,"4,10,12/1,2>5,10 7,718.00",,,,,,,16.00,NOT WIN,NOT WIN,ST,4,20160117,2,3,97.01,S248,8>8>7>3,132,CAN,SA,3.75,1142,18.0,12,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/4,331,Class 4,GOOD TO YIELDING,"TURF - ""C+3"" COURSE",1600,96.39,10 27.50,10 13.50,"1,10 81.00","1,10 34.50","10,1,2 1,831.00","1,2,10 479.00","1,2,10,12 2,956.00","10,1,2,12 29,248.00",,,,,,,"10/5,10 74.50",,,,"4,10,12/1,2>5,10 7,718.00",,,,,,,16.00,NOT WIN,NOT WIN,ST,4,20160117,7,5,97.13,P438,2>2>1>5,126,LHW,YPF,4.75,1145,17.0,9,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/4,331,Class 4,GOOD TO YIELDING,"TURF - ""C+3"" COURSE",1600,96.39,10 27.50,10 13.50,"1,10 81.00","1,10 34.50","10,1,2 1,831.00","1,2,10 479.00","1,2,10,12 2,956.00","10,1,2,12 29,248.00",,,,,,,"10/5,10 74.50",,,,"4,10,12/1,2>5,10 7,718.00",,,,,,,16.00,NOT WIN,NOT WIN,ST,4,20160117,13,7,97.18,P354,12>12>12>7,111,NGA,YCH,5.0,1066,31.0,6,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/4,331,Class 4,GOOD TO YIELDING,"TURF - ""C+3"" COURSE",1600,96.39,10 27.50,10 13.50,"1,10 81.00","1,10 34.50","10,1,2 1,831.00","1,2,10 479.00","1,2,10,12 2,956.00","10,1,2,12 29,248.00",,,,,,,"10/5,10 74.50",,,,"4,10,12/1,2>5,10 7,718.00",,,,,,,16.00,NOT WIN,NOT WIN,ST,4,20160117,4,9,97.67,S245,5>5>6>9,132,MR,LAL,8.0,1141,3.8,14,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/4,331,Class 4,GOOD TO YIELDING,"TURF - ""C+3"" COURSE",1600,96.39,10 27.50,10 13.50,"1,10 81.00","1,10 34.50","10,1,2 1,831.00","1,2,10 479.00","1,2,10,12 2,956.00","10,1,2,12 29,248.00",,,,,,,"10/5,10 74.50",,,,"4,10,12/1,2>5,10 7,718.00",,,,,,,16.00,NOT WIN,NOT WIN,ST,4,20160117,14,11,97.98,T089,7>7>10>11,115,CYT,TYS,10.0,1077,25.0,1,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/4,331,Class 4,GOOD TO YIELDING,"TURF - ""C+3"" COURSE",1600,96.39,10 27.50,10 13.50,"1,10 81.00","1,10 34.50","10,1,2 1,831.00","1,2,10 479.00","1,2,10,12 2,956.00","10,1,2,12 29,248.00",,,,,,,"10/5,10 74.50",,,,"4,10,12/1,2>5,10 7,718.00",,,,,,,16.00,NOT WIN,NOT WIN,ST,4,20160117,9,13,98.46,S330,13>13>13>13,125,TEK,GR,13.0,1152,11.0,7,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/4,331,Class 4,GOOD TO YIELDING,"TURF - ""C+3"" COURSE",1600,96.39,10 27.50,10 13.50,"1,10 81.00","1,10 34.50","10,1,2 1,831.00","1,2,10 479.00","1,2,10,12 2,956.00","10,1,2,12 29,248.00",,,,,,,"10/5,10 74.50",,,,"4,10,12/1,2>5,10 7,718.00",,,,,,,16.00,NOT WIN,NOT WIN,ST,4,20160117,1,2,96.67,T409,3>3>3>2,133,RN,SJJ,1.75,1095,5.2,10,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/4,331,Class 4,GOOD TO YIELDING,"TURF - ""C+3"" COURSE",1600,96.39,10 27.50,10 13.50,"1,10 81.00","1,10 34.50","10,1,2 1,831.00","1,2,10 479.00","1,2,10,12 2,956.00","10,1,2,12 29,248.00",,,,,,,"10/5,10 74.50",,,,"4,10,12/1,2>5,10 7,718.00",,,,,,,16.00,NOT WIN,NOT WIN,ST,4,20160117,12,4,97.05,S320,11>11>9>4,120,FRA,WS,4.25,1139,40.0,8,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/4,331,Class 4,GOOD TO YIELDING,"TURF - ""C+3"" COURSE",1600,96.39,10 27.50,10 13.50,"1,10 81.00","1,10 34.50","10,1,2 1,831.00","1,2,10 479.00","1,2,10,12 2,956.00","10,1,2,12 29,248.00",,,,,,,"10/5,10 74.50",,,,"4,10,12/1,2>5,10 7,718.00",,,,,,,16.00,NOT WIN,NOT WIN,ST,4,20160117,8,6,97.14,T281,10>10>11>6,124,HCY,OSP,4.75,1128,99.0,5,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/4,331,Class 4,GOOD TO YIELDING,"TURF - ""C+3"" COURSE",1600,96.39,10 27.50,10 13.50,"1,10 81.00","1,10 34.50","10,1,2 1,831.00","1,2,10 479.00","1,2,10,12 2,956.00","10,1,2,12 29,248.00",,,,,,,"10/5,10 74.50",,,,"4,10,12/1,2>5,10 7,718.00",,,,,,,16.00,NOT WIN,NOT WIN,ST,4,20160117,6,8,97.48,T016,4>4>4>8,127,SCC,CD,6.75,1161,80.0,3,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/4,331,Class 4,GOOD TO YIELDING,"TURF - ""C+3"" COURSE",1600,96.39,10 27.50,10 13.50,"1,10 81.00","1,10 34.50","10,1,2 1,831.00","1,2,10 479.00","1,2,10,12 2,956.00","10,1,2,12 29,248.00",,,,,,,"10/5,10 74.50",,,,"4,10,12/1,2>5,10 7,718.00",,,,,,,16.00,NOT WIN,NOT WIN,ST,4,20160117,11,10,97.81,S350,1>1>2>10,119,YML,CCW,9.0,1273,99.0,11,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/4,331,Class 4,GOOD TO YIELDING,"TURF - ""C+3"" COURSE",1600,96.39,10 27.50,10 13.50,"1,10 81.00","1,10 34.50","10,1,2 1,831.00","1,2,10 479.00","1,2,10,12 2,956.00","10,1,2,12 29,248.00",,,,,,,"10/5,10 74.50",,,,"4,10,12/1,2>5,10 7,718.00",,,,,,,16.00,NOT WIN,NOT WIN,ST,4,20160117,3,12,98.0,T213,9>9>8>12,132,PB,SWY,10.0,1213,11.0,2,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/4,331,Class 4,GOOD TO YIELDING,"TURF - ""C+3"" COURSE",1600,96.39,10 27.50,10 13.50,"1,10 81.00","1,10 34.50","10,1,2 1,831.00","1,2,10 479.00","1,2,10,12 2,956.00","10,1,2,12 29,248.00",,,,,,,"10/5,10 74.50",,,,"4,10,12/1,2>5,10 7,718.00",,,,,,,16.00,NOT WIN,NOT WIN,ST,4,20160117,5,WV-A,None,N248,,131,WD,HAD,None,1098,None,---,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/5,332,Class 3,GOOD,"TURF - ""C+3"" COURSE",1800,108.06,10 42.50,10 17.50,"2,10 1,368.50","2,10 391.50","10,2,6 12,009.00","2,6,10 1,583.00","2,6,10,14 6,684.00","10,2,6,14 197,789.00",,,,,,,,,,,,,,,,,,21.50,NOT WIN,NOT WIN,ST,5,20160117,10,1,108.06,T192,2>2>2>2>1,125,TEK,SJJ,0.0,1130,4.2,7,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/5,332,Class 3,GOOD,"TURF - ""C+3"" COURSE",1800,108.06,10 42.50,10 17.50,"2,10 1,368.50","2,10 391.50","10,2,6 12,009.00","2,6,10 1,583.00","2,6,10,14 6,684.00","10,2,6,14 197,789.00",,,,,,,,,,,,,,,,,,21.50,NOT WIN,NOT WIN,ST,5,20160117,6,3,108.34,S023,8>8>8>8>3,128,MR,YCH,1.75,1218,4.3,1,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/5,332,Class 3,GOOD,"TURF - ""C+3"" COURSE",1800,108.06,10 42.50,10 17.50,"2,10 1,368.50","2,10 391.50","10,2,6 12,009.00","2,6,10 1,583.00","2,6,10,14 6,684.00","10,2,6,14 197,789.00",,,,,,,,,,,,,,,,,,21.50,NOT WIN,NOT WIN,ST,5,20160117,11,5,108.56,P151,9>10>9>10>5,122,PB,JM,3.25,1105,20.0,5,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/5,332,Class 3,GOOD,"TURF - ""C+3"" COURSE",1800,108.06,10 42.50,10 17.50,"2,10 1,368.50","2,10 391.50","10,2,6 12,009.00","2,6,10 1,583.00","2,6,10,14 6,684.00","10,2,6,14 197,789.00",,,,,,,,,,,,,,,,,,21.50,NOT WIN,NOT WIN,ST,5,20160117,4,7,108.99,T363,11>11>12>11>7,128,YML,GR,5.75,1139,63.0,14,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/5,332,Class 3,GOOD,"TURF - ""C+3"" COURSE",1800,108.06,10 42.50,10 17.50,"2,10 1,368.50","2,10 391.50","10,2,6 12,009.00","2,6,10 1,583.00","2,6,10,14 6,684.00","10,2,6,14 197,789.00",,,,,,,,,,,,,,,,,,21.50,NOT WIN,NOT WIN,ST,5,20160117,9,9,109.18,P436,12>12>11>13>9,124,HCY,CAS,7.0,1188,15.0,4,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/5,332,Class 3,GOOD,"TURF - ""C+3"" COURSE",1800,108.06,10 42.50,10 17.50,"2,10 1,368.50","2,10 391.50","10,2,6 12,009.00","2,6,10 1,583.00","2,6,10,14 6,684.00","10,2,6,14 197,789.00",,,,,,,,,,,,,,,,,,21.50,NOT WIN,NOT WIN,ST,5,20160117,1,11,109.34,T315,14>14>13>12>11,133,CAN,SCS,8.0,1099,6.5,8,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/5,332,Class 3,GOOD,"TURF - ""C+3"" COURSE",1800,108.06,10 42.50,10 17.50,"2,10 1,368.50","2,10 391.50","10,2,6 12,009.00","2,6,10 1,583.00","2,6,10,14 6,684.00","10,2,6,14 197,789.00",,,,,,,,,,,,,,,,,,21.50,NOT WIN,NOT WIN,ST,5,20160117,3,13,109.93,T391,4>5>5>6>13,131,DSS,SA,11.75,1043,52.0,6,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/5,332,Class 3,GOOD,"TURF - ""C+3"" COURSE",1800,108.06,10 42.50,10 17.50,"2,10 1,368.50","2,10 391.50","10,2,6 12,009.00","2,6,10 1,583.00","2,6,10,14 6,684.00","10,2,6,14 197,789.00",,,,,,,,,,,,,,,,,,21.50,NOT WIN,NOT WIN,ST,5,20160117,2,2,108.16,V013,6>6>6>5>2,133,FRA,CD,0.5,1065,63.0,2,,
http://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20160117/ST/5,332,Class 3,GOOD,"TURF - ""C+3"" COURSE",1800,108.06,10 42.50,10 17.50,"2,10 1,368.50","2,10 391.50","10,2,6 12,009.00","2,6,10 1,583.00","2,6,10,14 6,684.00","10,2,6,14 197,789.00",,,,,,,,,,,,,,,,,,21.50,NOT WIN,NOT WIN,ST,5,20160117,14,4,108.5,S388,5>4>4>4>4,116,LHW,YPF,2.75,1068,25.0,11,,
